Title;Desc;Type;BodyPart;Equipment;Level;Rating;VideoLink
Alternating heel-touch;"The alternating heel-touch is a popular bodyweight exercise that targets the obliques, as well as the rectus abdominis, or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout.";Strength;Abdominals;Body Only;Intermediate;8.3;https://www.youtube.com/watch?v=RW25fbkQxVQ&pp=ygUWQWx0ZXJuYXRpbmcgaGVlbC10b3VjaA%3D%3D
Suspended Reverse Crunch;The suspended reverse crunch is a challenging core exercise that involves suspending the body from a set of gymnastics rings or TRX straps. Starting in a hanging position, the exerciser raises their legs up towards their chest while keeping their body still. This movement targets the lower abs and requires significant core strength and control. The suspended reverse crunch can be modified for different fitness levels by adjusting the angle of the straps or rings.;Strength;Abdominals;Body Only;Intermediate;8.1;https://www.youtube.com/watch?v=a_vrxnu1Sxc&pp=ygUYU3VzcGVuZGVkIFJldmVyc2UgQ3J1bmNo
Lying bench reverse crunch;The lying bench reverse crunch is a popular ab exercise performed by bringing the knees toward the chest while lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.;Strength;Abdominals;Body Only;Intermediate;8.0;https://www.youtube.com/watch?v=vR3UwZ84-FA&pp=ygUaTHlpbmcgYmVuY2ggcmV2ZXJzZSBjcnVuY2g%3D
Sit-up;The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.;Strength;Abdominals;Body Only;Intermediate;8.2;https://www.youtube.com/watch?v=FXU-BzCdgHM&pp=ygUGU2l0LXVw
Side Bridge;The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the вЂњMcGill big threeвЂќ for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout.;Strength;Abdominals;Body Only;Intermediate;7.7;https://www.youtube.com/watch?v=hNYE5jtjXS0&pp=ygULU2lkZSBCcmlkZ2U%3D
Lying oblique crunch;The lying oblique crunch is a bodyweight exercise targeting the oblique muscles. It can be performed for a specific number of reps or to fatigue or failure as part of the ab-focused portion of any workout.;Strength;Abdominals;Body Only;Intermediate;7.5;https://www.youtube.com/watch?v=QxaKQG-gmPY&pp=ygUUTHlpbmcgb2JsaXF1ZSBjcnVuY2g%3D
Janda Sit-Up;The Janda Sit-Up is a core exercise that focuses on activating the deep abdominal muscles. It involves hooking your feet under a stable object and performing a crunch motion while keeping your feet on the ground. The goal is to maintain tension in the lower back and isolating the rectus abdominis muscles to avoid compensation from other muscles. This exercise is a great way to improve core strength and stability for better posture and overall athletic performance.;Strength;Abdominals;Body Only;Beginner;7.5;https://www.youtube.com/watch?v=QkLo47Rgasc&pp=ygUMSmFuZGEgU2l0LVVw
Leg Pull-In;The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. ItвЂ™s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower.;Strength;Abdominals;Body Only;Beginner;7.4;https://www.youtube.com/watch?v=Hu0qmSG9u1w&pp=ygULTGVnIFB1bGwtSW4%3D
Side Jackknife;The Side Jackknife is an exercise that targets the oblique muscles in the abdomen. To perform this exercise, lie on your side with your legs and hips stacked and your arm extended above your head. Inhale deeply and exhale as you lift your top leg and arm towards each other, curling your body into a C-shape. Hold the position for a few seconds and then slowly lower back down. Repeat on the other side. This exercise can help improve core strength and stability.;Strength;Abdominals;Body Only;Intermediate;8.2;https://www.youtube.com/watch?v=58yXyh8h2Io&pp=ygUOU2lkZSBKYWNra25pZmU%3D
Scissor Kick;The Scissor Kick exercise is a core workout that primarily targets the lower abs and hip flexors. To perform the exercise, lie on your back with your hands by your sides and your legs extended. Lift one leg straight up while the other hovers just above the ground, then switch legs, scissoring them back and forth. Keep your core engaged and your back flat on the ground throughout the movement. The Scissor Kick exercise can be an effective addition to any ab workout routine.;Stretching;Abdominals;Body Only;Intermediate;7.4;https://www.youtube.com/watch?v=0vDI5aU402c&pp=ygUMU2Npc3NvciBLaWNr
Toe Touchers;"The toe-touch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.";Stretching;Abdominals;Body Only;Intermediate;8.2;https://www.youtube.com/watch?v=dgLVRLamx9c&pp=ygUMVG9lIFRvdWNoZXJz
Lower Back Curl;The Lower Back Curl exercise targets the muscles in the lower back. To perform this exercise, start by lying flat on your stomach with your hands behind your head. Slowly lift your upper body off the ground as far as you can while keeping your legs and pelvis firmly on the floor. Hold for a few seconds before slowly lowering back down to the starting position. Repeat for several reps to strengthen and tone your lower back muscles.;Stretching;Abdominals;Body Only;Intermediate;8.2;https://www.youtube.com/watch?v=AEgLj_X-4m4&pp=ygUPTG93ZXIgQmFjayBDdXJs
Exercise ball torso rotation;The exercise ball torso rotation is a rotational abdominal exercise performed while holding a yoga or exercise ball between the hands. It focuses on the rotational muscles of the core, including the obliques, glutes, and hip muscles. It can be performed one side at a time or alternating, either for time or reps. To make it more difficult, wrap a light exercise band around the ball and anchor it to a solid object.;Stretching;Abdominals;Body Only;Intermediate;6.9;https://www.youtube.com/watch?v=yL1TGCWRKLI&pp=ygUcRXhlcmNpc2UgYmFsbCB0b3JzbyByb3RhdGlvbg%3D%3D
Seated Overhead Stretch;The Seated Overhead Stretch is a simple yet effective stretching exercise that targets the muscles of the upper back, shoulders, and neck. To perform the stretch, sit in a cross-legged position on the floor or a mat with your back straight, and slowly raise your arms overhead. Interlace your fingers and turn your palms upward, then inhale deeply and reach up towards the ceiling. Hold the stretch for 10-15 seconds, exhale and release. Repeat several times to help improve your posture, reduce tension and stiffness in your upper body, and promote relaxation.;Stretching;Abdominals;Body Only;Intermediate;8.2;https://www.youtube.com/watch?v=dGUWoAP00TE&pp=ygUXU2VhdGVkIE92ZXJoZWFkIFN0cmV0Y2g%3D
Overhead Stretch;The overhead stretch is a simple yet effective exercise for improving upper body flexibility and range of motion. Begin by standing with feet shoulder-width apart and reaching your arms up towards the ceiling. Interlace your fingers and push them towards the sky while keeping your shoulders relaxed. Hold for 10-15 seconds before releasing and repeating for several sets. This stretch is perfect for warming up before workouts or as a quick break from sitting at a desk for long periods.;Stretching;Abdominals;Body Only;Intermediate;5.0;https://www.youtube.com/watch?v=VqBxiIeAZ3k&pp=ygUQT3ZlcmhlYWQgU3RyZXRjaA%3D%3D
Dumbbell suitcase crunch;"The dumbbell suitcase crunch is a weighted version of a popular abdominal training exercise. The simple addition of a weight makes the suitcase crunch far more difficult, helping build the ""six pack"" muscles and providing a different stimulus to the core during training.";Strength;Abdominals;Medicine Ball;Intermediate;8.2;https://www.youtube.com/watch?v=NbPytrwDhYQ&pp=ygUYRHVtYmJlbGwgc3VpdGNhc2UgY3J1bmNo
Decline oblique crunch;"The decline oblique crunch is a popular bodyweight exercise targeting the obliques and the rectus abdominis or ""six-pack"" muscles. It is usually performed for high reps, such as 10-15 reps per set or more, as part of the ab-focused portion of a workout.";Strength;Abdominals;Body Only;Intermediate;8.2;https://www.youtube.com/watch?v=QM9iwYWUouo&pp=ygUWRGVjbGluZSBvYmxpcXVlIGNydW5jaA%3D%3D
Exercise Ball Pull-In;The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.;Strength;Abdominals;Exercise Ball;Intermediate;9.0;https://www.youtube.com/watch?v=3R81zuUD_L0&pp=ygUVRXhlcmNpc2UgQmFsbCBQdWxsLUlu
Exercise ball crunch;The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo focusing on a hard contraction, or for higher reps.;Strength;Abdominals;Exercise Ball;Intermediate;8.5;https://www.youtube.com/watch?v=s_CXq2gEiUk&pp=ygUURXhlcmNpc2UgYmFsbCBjcnVuY2g%3D
Feet-elevated crunch;The feet-elevated crunch is a variation on the basic crunch, a very popular ab move. Resting the feet on a bench takes some of the hip flexor activation out of the movement, focusing the stress more on the abs. It may have a small range of motion, but this movement produces a major burn.;Strength;Abdominals;Exercise Ball;Intermediate;8.9;https://www.youtube.com/watch?v=ypjQKboCg40&pp=ygUURmVldC1lbGV2YXRlZCBjcnVuY2g%3D
Weighted Ball Side Bend;The Weighted Ball Side Bend exercise targets the oblique muscles which run diagonally down the sides of your abdominal area. To perform the exercise, hold a weighted ball in one hand and lower it down towards the knee on the same side. Use the opposite side to stabilize yourself. Repeat the motion for a few reps before switching sides. The exercise is perfect for strengthening your core and toning up your sides.;Strength;Abdominals;Exercise Ball;Beginner;8.4;https://www.youtube.com/watch?v=4JyBXueF4p4&pp=ygUXV2VpZ2h0ZWQgQmFsbCBTaWRlIEJlbmQ%3D
Band Hip Adductions;Hip adductions are an effective exercise for targeting the inner thighs and hip muscles. To perform this exercise, lie on your side with legs extended. Place a resistance band around your ankles and lift the top leg, keeping it straight, and slowly lower it back down. Repeat for several repetitions on each leg, alternating sides. This exercise can help improve hip stability and reduce the risk of injury.;Strength;Adductors;Bands;Beginner;7.3;https://www.youtube.com/watch?v=qT1BTgXUPtM&pp=ygUTQmFuZCBIaXAgQWRkdWN0aW9ucw%3D%3D
Iliotibial band SMR;"Iliotibial band self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller or other ""trigger point"" massage tool. By applying pressure strategically to the IT band along the side of the upper leg, some people find they can cause this often painful and tight area to relax or ""release."" IT band SMR is often accompanied by SMR on the glute or quad muscles, or by stretches that target the glutes or quads.";Stretching;Abductors;Foam Roll;Intermediate;8.2;https://www.youtube.com/watch?v=asigNf1sh-k&pp=ygUTSWxpb3RpYmlhbCBiYW5kIFNNUg%3D%3D
Adductor SMR;"Adductor self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the adductor muscles in the inner thigh region, some people find they can cause this often painful and tight muscle to relax or ""release."" Adductor SMR is often accompanied by SMR on the iliotibial (IT) band or glutes (TFL muscles), or by stretches that target the adductors.";Stretching;Adductors;Foam Roll;Beginner;8.2;https://www.youtube.com/watch?v=Mvp1e_i0rio&pp=ygUMQWRkdWN0b3IgU01S
Thigh adductor;The thigh adductor machine is a lower-body exercise that targets the muscles of the inner thighs. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of lower-body training.;Strength;Adductors;Machine;Intermediate;8.2;https://www.youtube.com/watch?v=OFNvMC7gmfE&pp=ygUOVGhpZ2ggYWRkdWN0b3I%3D
